_Erdg._Heizkreis_Heizkurve_Vorlauf bei -10°C;/120/10101/0/0/12104
_Erdg._Heizkreis_Heizkurve_Vorlauf bei +10°C;/120/10101/0/0/12103
_Erdg._Heizkreis_Heizkurve_Vorlauf Absenkung;/120/10101/0/0/12107
_Erdg._Heizkreis_Außentemperatur verzögert_Lag x;/120/10101/12095/0/1071
_Erdg._Heizkreis_Außentemperatur verzögert_Lag Tf;/120/10101/12095/0/1074
_Erdg._Heizkreis_Außentemperatur verzögert_Lag y;/120/10101/12095/0/1073
_Erdg._Heizkreis_Heizgrenze für 'Heizen';/120/10101/0/0/14116
_Erdg._Heizkreis_Heizgrenze für 'Absenken';/120/10101/0/0/12097
_Erdg._Heizkreis_Freigabe Temperatur;/120/10101/0/0/12215
_Erdg._Heizkreis_Heizkreispumpe;/120/10101/0/0/13922
_Erdg._Heizkreis_Solar abschöpfen;/120/10101/0/0/12652
_Erdg._Sonstiges_Heizen Taste;/120/10101/0/0/12125
_Erdg._Sonstiges_Auto Taste;/120/10101/0/0/12126
_Erdg._Sonstiges_Absenken Taste;/120/10101/0/0/12230
_Erdg._Sonstiges_Ein/Aus Taste;/120/10101/0/0/12080
_Erdg._Sonstiges_Kommen Taste;/120/10101/0/0/12218
_Erdg._Sonstiges_Gehen Taste;/120/10101/0/0/12231
_Erdg._Sonstiges_Urlaub Beginn;/120/10101/0/0/12232
_Erdg._Sonstiges_Urlaub Ende;/120/10101/0/0/12239
_Oberg._Heizkreis_Ergänzung;/120/10102/0/0/19391
_Oberg._Heizkreis_Heizzeiten_Schaltzustand;/120/10102/12113/0/1109
_Oberg._Heizkreis_Heizzeiten_Temperatur;/120/10102/12113/0/1110
_Oberg._Heizkreis_Heizzeiten_Montag_Absenktemperatur;/120/10102/12113/0/1111
_Oberg._Heizkreis_Heizzeiten_Montag_Zeitfenster 1;/120/10102/12113/0/1082
_Oberg._Heizkreis_Heizzeiten_Montag_Zeitfenster 2;/120/10102/12113/0/1083
_Oberg._Heizkreis_Heizzeiten_Montag_Zeitfenster 3;/120/10102/12113/0/1084
_Oberg._Heizkreis_Heizzeiten_Dienstag_Absenktemperatur;/120/10102/12113/0/1112
_Oberg._Heizkreis_Heizzeiten_Dienstag_Zeitfenster 1;/120/10102/12113/0/1086
_Oberg._Heizkreis_Heizzeiten_Dienstag_Zeitfenster 2;/120/10102/12113/0/1087
_Oberg._Heizkreis_Heizzeiten_Dienstag_Zeitfenster 3;/120/10102/12113/0/1088
_Oberg._Heizkreis_Heizzeiten_Mittwoch_Absenktemperatur;/120/10102/12113/0/1113
_Oberg._Heizkreis_Heizzeiten_Mittwoch_Zeitfenster 1;/120/10102/12113/0/1090
_Oberg._Heizkreis_Heizzeiten_Mittwoch_Zeitfenster 2;/120/10102/12113/0/1091
_Oberg._Heizkreis_Heizzeiten_Mittwoch_Zeitfenster 3;/120/10102/12113/0/1092
_Oberg._Heizkreis_Heizzeiten_Donnerstag_Absenktemperatur;/120/10102/12113/0/1114
_Oberg._Heizkreis_Heizzeiten_Donnerstag_Zeitfenster 1;/120/10102/12113/0/1094
_Oberg._Heizkreis_Heizzeiten_Donnerstag_Zeitfenster 2;/120/10102/12113/0/1095
